GO_ID	ClusterID	ClusterName
GO:0016018	2	DNA/RNA Binding & Polymerase Activity
GO:0016040	0	Redox Activity
GO:0016041	0	Redox Activity
GO:0016149	2	DNA/RNA Binding & Polymerase Activity
GO:0016208	2	DNA/RNA Binding & Polymerase Activity
GO:0016209	0	Redox Activity
GO:0016251	0	Redox Activity
GO:0016273	4	Kinases & Transferases
GO:0016274	4	Kinases & Transferases
GO:0016279	4	Kinases & Transferases
GO:0016287	4	Kinases & Transferases
GO:0016298	1	Hydrolases & Phosphatases
GO:0016300	3	RNA Processing
GO:0016301	4	Kinases & Transferases
GO:0016303	4	Kinases & Transferases
GO:0016308	4	Kinases & Transferases
GO:0016407	4	Kinases & Transferases
GO:0016409	4	Kinases & Transferases
GO:0016410	4	Kinases & Transferases
GO:0016422	3	RNA Processing
GO:0016423	3	RNA Processing
GO:0016428	3	RNA Processing
GO:0016435	3	RNA Processing
GO:0016462	1	Hydrolases & Phosphatases
GO:0016491	0	Redox Activity
GO:0016504	0	Redox Activity
GO:0016531	0	Redox Activity
GO:0016538	0	Redox Activity
GO:0016597	2	DNA/RNA Binding & Polymerase Activity
GO:0016603	4	Kinases & Transferases
GO:0016614	0	Redox Activity
GO:0016615	0	Redox Activity
GO:0016616	0	Redox Activity
GO:0016620	0	Redox Activity
GO:0016624	0	Redox Activity
GO:0016627	0	Redox Activity
GO:0016631	0	Redox Activity
GO:0016638	0	Redox Activity
GO:0016639	0	Redox Activity
GO:0016653	0	Redox Activity
GO:0016668	0	Redox Activity
GO:0016671	0	Redox Activity
GO:0016705	0	Redox Activity
GO:0016706	0	Redox Activity
GO:0016709	0	Redox Activity
GO:0016715	0	Redox Activity
GO:0016717	0	Redox Activity
GO:0016740	4	Kinases & Transferases
GO:0016741	4	Kinases & Transferases
GO:0016742	4	Kinases & Transferases
GO:0016743	4	Kinases & Transferases
GO:0016744	4	Kinases & Transferases
GO:0016746	4	Kinases & Transferases
GO:0016747	4	Kinases & Transferases
GO:0016757	4	Kinases & Transferases
GO:0016758	4	Kinases & Transferases
GO:0016763	4	Kinases & Transferases
GO:0016765	4	Kinases & Transferases
GO:0016767	4	Kinases & Transferases
GO:0016772	4	Kinases & Transferases
GO:0016773	4	Kinases & Transferases
GO:0016776	4	Kinases & Transferases
GO:0016779	4	Kinases & Transferases
GO:0016780	4	Kinases & Transferases
GO:0016783	4	Kinases & Transferases
GO:0016785	4	Kinases & Transferases
GO:0016787	1	Hydrolases & Phosphatases
GO:0016788	1	Hydrolases & Phosphatases
GO:0016791	1	Hydrolases & Phosphatases
GO:0016798	1	Hydrolases & Phosphatases
GO:0016799	1	Hydrolases & Phosphatases
GO:0016805	1	Hydrolases & Phosphatases
GO:0016810	1	Hydrolases & Phosphatases
GO:0016811	1	Hydrolases & Phosphatases
GO:0016812	1	Hydrolases & Phosphatases
GO:0016813	1	Hydrolases & Phosphatases
GO:0016817	1	Hydrolases & Phosphatases
GO:0016818	1	Hydrolases & Phosphatases
GO:0016829	5	Lyase & Synthase Enzymes
GO:0016831	5	Lyase & Synthase Enzymes
GO:0016836	5	Lyase & Synthase Enzymes
GO:0016843	5	Lyase & Synthase Enzymes
GO:0016853	0	Redox Activity
GO:0016857	0	Redox Activity
GO:0016866	0	Redox Activity
GO:0016868	0	Redox Activity
GO:0016874	0	Redox Activity
GO:0016879	0	Redox Activity
GO:0016881	0	Redox Activity
GO:0016884	0	Redox Activity
GO:0016887	1	Hydrolases & Phosphatases
GO:0016888	1	Hydrolases & Phosphatases
GO:0016889	1	Hydrolases & Phosphatases
GO:0016891	1	Hydrolases & Phosphatases
GO:0016929	1	Hydrolases & Phosphatases
GO:0016971	0	Redox Activity
GO:0016972	0	Redox Activity
GO:0016977	1	Hydrolases & Phosphatases
GO:0016979	4	Kinases & Transferases
GO:0016984	5	Lyase & Synthase Enzymes
GO:0016987	0	Redox Activity
GO:0016992	4	Kinases & Transferases
GO:0017017	1	Hydrolases & Phosphatases
GO:0017018	1	Hydrolases & Phosphatases
GO:0017022	2	DNA/RNA Binding & Polymerase Activity
GO:0017025	2	DNA/RNA Binding & Polymerase Activity
GO:0017056	0	Redox Activity
GO:0017057	1	Hydrolases & Phosphatases
GO:0017069	2	DNA/RNA Binding & Polymerase Activity
GO:0017070	2	DNA/RNA Binding & Polymerase Activity
GO:0017076	2	DNA/RNA Binding & Polymerase Activity
GO:0017089	6	Transporter & Channel Activity
GO:0017108	1	Hydrolases & Phosphatases
GO:0017110	1	Hydrolases & Phosphatases
GO:0017111	1	Hydrolases & Phosphatases
GO:0017116	3	RNA Processing
GO:0017118	4	Kinases & Transferases
GO:0017124	2	DNA/RNA Binding & Polymerase Activity
GO:0017125	4	Kinases & Transferases
GO:0017128	6	Transporter & Channel Activity
GO:0017134	2	DNA/RNA Binding & Polymerase Activity
GO:0017136	1	Hydrolases & Phosphatases
GO:0017150	3	RNA Processing
GO:0017176	4	Kinases & Transferases
GO:0017178	0	Redox Activity
GO:0018454	0	Redox Activity
GO:0018812	5	Lyase & Synthase Enzymes
GO:0019001	2	DNA/RNA Binding & Polymerase Activity
GO:0019103	2	DNA/RNA Binding & Polymerase Activity
GO:0019104	1	Hydrolases & Phosphatases
GO:0019107	4	Kinases & Transferases
GO:0019135	0	Redox Activity
GO:0019153	0	Redox Activity
GO:0019158	4	Kinases & Transferases
GO:0019171	5	Lyase & Synthase Enzymes
GO:0019205	4	Kinases & Transferases
GO:0019209	0	Redox Activity
GO:0019211	0	Redox Activity
GO:0019213	1	Hydrolases & Phosphatases
GO:0019237	2	DNA/RNA Binding & Polymerase Activity
GO:0019239	1	Hydrolases & Phosphatases
GO:0019706	4	Kinases & Transferases
GO:0019776	4	Kinases & Transferases
GO:0019778	3	RNA Processing
GO:0019779	3	RNA Processing
GO:0019781	3	RNA Processing
GO:0019784	1	Hydrolases & Phosphatases
GO:0019786	1	Hydrolases & Phosphatases
GO:0019787	4	Kinases & Transferases
GO:0019788	4	Kinases & Transferases
GO:0019789	4	Kinases & Transferases
GO:0019799	4	Kinases & Transferases
GO:0019829	6	Transporter & Channel Activity
GO:0019843	2	DNA/RNA Binding & Polymerase Activity
GO:0019887	0	Redox Activity
GO:0019888	0	Redox Activity
GO:0019899	2	DNA/RNA Binding & Polymerase Activity
GO:0019900	2	DNA/RNA Binding & Polymerase Activity
GO:0019901	2	DNA/RNA Binding & Polymerase Activity
GO:0019903	2	DNA/RNA Binding & Polymerase Activity
GO:0019904	2	DNA/RNA Binding & Polymerase Activity
GO:0019905	2	DNA/RNA Binding & Polymerase Activity
GO:0019948	3	RNA Processing
GO:0019956	2	DNA/RNA Binding & Polymerase Activity
GO:0020037	2	DNA/RNA Binding & Polymerase Activity
GO:0022829	6	Transporter & Channel Activity
GO:0022857	6	Transporter & Channel Activity
GO:0030060	0	Redox Activity
GO:0030145	2	DNA/RNA Binding & Polymerase Activity
GO:0030170	2	DNA/RNA Binding & Polymerase Activity
GO:0030234	0	Redox Activity
GO:0030246	2	DNA/RNA Binding & Polymerase Activity
GO:0030272	0	Redox Activity
GO:0030276	2	DNA/RNA Binding & Polymerase Activity
GO:0030295	0	Redox Activity
GO:0030332	2	DNA/RNA Binding & Polymerase Activity
GO:0030337	0	Redox Activity
GO:0030414	0	Redox Activity
GO:0030492	2	DNA/RNA Binding & Polymerase Activity
GO:0030506	2	DNA/RNA Binding & Polymerase Activity
GO:0030507	2	DNA/RNA Binding & Polymerase Activity
GO:0030515	2	DNA/RNA Binding & Polymerase Activity
GO:0030527	0	Redox Activity
GO:0030544	2	DNA/RNA Binding & Polymerase Activity
GO:0030552	2	DNA/RNA Binding & Polymerase Activity
GO:0030553	2	DNA/RNA Binding & Polymerase Activity
GO:0030554	2	DNA/RNA Binding & Polymerase Activity
GO:0030604	0	Redox Activity
GO:0030619	2	DNA/RNA Binding & Polymerase Activity
GO:0030620	2	DNA/RNA Binding & Polymerase Activity
GO:0030621	2	DNA/RNA Binding & Polymerase Activity
GO:0030623	2	DNA/RNA Binding & Polymerase Activity
GO:0030627	2	DNA/RNA Binding & Polymerase Activity
GO:0030628	2	DNA/RNA Binding & Polymerase Activity
GO:0030674	0	Redox Activity
GO:0030695	0	Redox Activity
GO:0030697	3	RNA Processing
GO:0030732	4	Kinases & Transferases
GO:0030735	4	Kinases & Transferases
GO:0030743	3	RNA Processing
GO:0030898	0	Redox Activity
GO:0030942	2	DNA/RNA Binding & Polymerase Activity
GO:0030943	2	DNA/RNA Binding & Polymerase Activity
GO:0030955	2	DNA/RNA Binding & Polymerase Activity
GO:0030975	2	DNA/RNA Binding & Polymerase Activity
GO:0030976	2	DNA/RNA Binding & Polymerase Activity
GO:0030983	2	DNA/RNA Binding & Polymerase Activity
GO:0031071	4	Kinases & Transferases
GO:0031072	2	DNA/RNA Binding & Polymerase Activity
GO:0031210	2	DNA/RNA Binding & Polymerase Activity
GO:0031267	2	DNA/RNA Binding & Polymerase Activity
GO:0031369	2	DNA/RNA Binding & Polymerase Activity
GO:0031386	0	Redox Activity
GO:0031405	2	DNA/RNA Binding & Polymerase Activity
GO:0031418	2	DNA/RNA Binding & Polymerase Activity
GO:0031490	2	DNA/RNA Binding & Polymerase Activity
GO:0031491	2	DNA/RNA Binding & Polymerase Activity
GO:0031593	2	DNA/RNA Binding & Polymerase Activity
GO:0031624	2	DNA/RNA Binding & Polymerase Activity
GO:0031625	2	DNA/RNA Binding & Polymerase Activity
GO:0031956	0	Redox Activity
GO:0032041	1	Hydrolases & Phosphatases
GO:0032051	2	DNA/RNA Binding & Polymerase Activity
GO:0032216	4	Kinases & Transferases
GO:0032266	2	DNA/RNA Binding & Polymerase Activity
GO:0032357	2	DNA/RNA Binding & Polymerase Activity
GO:0032451	0	Redox Activity
GO:0032452	0	Redox Activity
GO:0032549	2	DNA/RNA Binding & Polymerase Activity
GO:0032559	2	DNA/RNA Binding & Polymerase Activity
GO:0032934	2	DNA/RNA Binding & Polymerase Activity
GO:0032977	0	Redox Activity
GO:0033188	4	Kinases & Transferases
GO:0033192	1	Hydrolases & Phosphatases
GO:0033204	2	DNA/RNA Binding & Polymerase Activity
GO:0033265	2	DNA/RNA Binding & Polymerase Activity
GO:0033678	3	RNA Processing
GO:0033679	3	RNA Processing
GO:0033691	2	DNA/RNA Binding & Polymerase Activity
GO:0033818	4	Kinases & Transferases
GO:0033819	4	Kinases & Transferases
GO:0033857	4	Kinases & Transferases
GO:0033862	4	Kinases & Transferases
GO:0034038	4	Kinases & Transferases
GO:0034039	1	Hydrolases & Phosphatases
GO:0034235	2	DNA/RNA Binding & Polymerase Activity
GO:0034237	2	DNA/RNA Binding & Polymerase Activity
GO:0034450	4	Kinases & Transferases
GO:0034511	2	DNA/RNA Binding & Polymerase Activity
GO:0034513	2	DNA/RNA Binding & Polymerase Activity
GO:0034647	0	Redox Activity
GO:0034979	1	Hydrolases & Phosphatases
GO:0035064	2	DNA/RNA Binding & Polymerase Activity
GO:0035091	2	DNA/RNA Binding & Polymerase Activity
GO:0035241	4	Kinases & Transferases
GO:0035299	4	Kinases & Transferases
GO:0035312	1	Hydrolases & Phosphatases
GO:0035368	2	DNA/RNA Binding & Polymerase Activity
GO:0035373	2	DNA/RNA Binding & Polymerase Activity
GO:0035485	2	DNA/RNA Binding & Polymerase Activity
GO:0035529	1	Hydrolases & Phosphatases
GO:0035596	4	Kinases & Transferases
GO:0035598	4	Kinases & Transferases
GO:0035615	0	Redox Activity
GO:0035650	2	DNA/RNA Binding & Polymerase Activity
GO:0036002	2	DNA/RNA Binding & Polymerase Activity
GO:0036054	1	Hydrolases & Phosphatases
GO:0036055	1	Hydrolases & Phosphatases
GO:0036218	1	Hydrolases & Phosphatases
GO:0036310	2	DNA/RNA Binding & Polymerase Activity
GO:0036381	5	Lyase & Synthase Enzymes
GO:0036402	0	Redox Activity
GO:0036524	1	Hydrolases & Phosphatases
GO:0038023	0	Redox Activity
GO:0042054	4	Kinases & Transferases
GO:0042134	2	DNA/RNA Binding & Polymerase Activity
GO:0042162	2	DNA/RNA Binding & Polymerase Activity
GO:0042292	3	RNA Processing
GO:0042392	1	Hydrolases & Phosphatases
GO:0042393	2	DNA/RNA Binding & Polymerase Activity
GO:0042500	1	Hydrolases & Phosphatases
GO:0042577	1	Hydrolases & Phosphatases
GO:0042578	1	Hydrolases & Phosphatases
GO:0042586	1	Hydrolases & Phosphatases
GO:0042625	6	Transporter & Channel Activity
GO:0042626	6	Transporter & Channel Activity
GO:0042781	1	Hydrolases & Phosphatases
GO:0042800	4	Kinases & Transferases
GO:0042802	2	DNA/RNA Binding & Polymerase Activity
GO:0042803	2	DNA/RNA Binding & Polymerase Activity
GO:0042826	2	DNA/RNA Binding & Polymerase Activity
GO:0042910	6	Transporter & Channel Activity
GO:0043014	2	DNA/RNA Binding & Polymerase Activity
GO:0043015	2	DNA/RNA Binding & Polymerase Activity
GO:0043021	2	DNA/RNA Binding & Polymerase Activity
GO:0043022	2	DNA/RNA Binding & Polymerase Activity
GO:0043023	2	DNA/RNA Binding & Polymerase Activity
GO:0043024	2	DNA/RNA Binding & Polymerase Activity
GO:0043047	2	DNA/RNA Binding & Polymerase Activity
GO:0043130	2	DNA/RNA Binding & Polymerase Activity
GO:0043136	1	Hydrolases & Phosphatases
GO:0043138	3	RNA Processing
GO:0043139	3	RNA Processing
GO:0043169	2	DNA/RNA Binding & Polymerase Activity
GO:0043175	2	DNA/RNA Binding & Polymerase Activity
GO:0043274	2	DNA/RNA Binding & Polymerase Activity
GO:0043295	2	DNA/RNA Binding & Polymerase Activity
GO:0043395	2	DNA/RNA Binding & Polymerase Activity
GO:0043495	0	Redox Activity
GO:0043531	2	DNA/RNA Binding & Polymerase Activity
GO:0043565	2	DNA/RNA Binding & Polymerase Activity
GO:0043758	0	Redox Activity
GO:0043768	5	Lyase & Synthase Enzymes
GO:0043812	1	Hydrolases & Phosphatases
GO:0043813	1	Hydrolases & Phosphatases
GO:0043906	1	Hydrolases & Phosphatases
GO:0043915	3	RNA Processing
GO:0043916	1	Hydrolases & Phosphatases
GO:0043998	4	Kinases & Transferases
GO:0044183	0	Redox Activity
GO:0044389	2	DNA/RNA Binding & Polymerase Activity
GO:0044390	2	DNA/RNA Binding & Polymerase Activity
GO:0044547	2	DNA/RNA Binding & Polymerase Activity
GO:0044548	2	DNA/RNA Binding & Polymerase Activity
GO:0044877	2	DNA/RNA Binding & Polymerase Activity
GO:0045015	2	DNA/RNA Binding & Polymerase Activity
GO:0045131	2	DNA/RNA Binding & Polymerase Activity
GO:0045134	1	Hydrolases & Phosphatases
GO:0045145	1	Hydrolases & Phosphatases
GO:0045153	6	Transporter & Channel Activity
GO:0045182	0	Redox Activity
GO:0045503	2	DNA/RNA Binding & Polymerase Activity
GO:0045504	2	DNA/RNA Binding & Polymerase Activity
GO:0045505	2	DNA/RNA Binding & Polymerase Activity
GO:0045735	0	Redox Activity
GO:0046403	1	Hydrolases & Phosphatases
GO:0046404	4	Kinases & Transferases
GO:0046429	0	Redox Activity
GO:0046523	0	Redox Activity
GO:0046592	0	Redox Activity
GO:0046625	2	DNA/RNA Binding & Polymerase Activity
GO:0046789	2	DNA/RNA Binding & Polymerase Activity
GO:0046812	2	DNA/RNA Binding & Polymerase Activity
GO:0046820	4	Kinases & Transferases
GO:0046872	2	DNA/RNA Binding & Polymerase Activity
GO:0046873	6	Transporter & Channel Activity
GO:0046899	4	Kinases & Transferases
GO:0046912	4	Kinases & Transferases
GO:0046914	2	DNA/RNA Binding & Polymerase Activity
GO:0046922	4	Kinases & Transferases
GO:0046923	2	DNA/RNA Binding & Polymerase Activity
GO:0046933	6	Transporter & Channel Activity
GO:0046936	1	Hydrolases & Phosphatases
GO:0046961	6	Transporter & Channel Activity
GO:0046974	4	Kinases & Transferases
GO:0046975	4	Kinases & Transferases
GO:0046982	2	DNA/RNA Binding & Polymerase Activity
GO:0046983	2	DNA/RNA Binding & Polymerase Activity
GO:0047131	0	Redox Activity
GO:0047134	0	Redox Activity
GO:0047334	4	Kinases & Transferases
GO:0047372	1	Hydrolases & Phosphatases
GO:0047429	1	Hydrolases & Phosphatases
GO:0047453	5	Lyase & Synthase Enzymes
GO:0047493	4	Kinases & Transferases
GO:0047555	1	Hydrolases & Phosphatases
GO:0047617	1	Hydrolases & Phosphatases
GO:0047710	1	Hydrolases & Phosphatases
GO:0047822	0	Redox Activity
GO:0047834	0	Redox Activity
GO:0047874	1	Hydrolases & Phosphatases
GO:0047952	0	Redox Activity
GO:0048027	2	DNA/RNA Binding & Polymerase Activity
GO:0048029	2	DNA/RNA Binding & Polymerase Activity
GO:0048039	2	DNA/RNA Binding & Polymerase Activity
GO:0048256	1	Hydrolases & Phosphatases
GO:0048257	1	Hydrolases & Phosphatases
GO:0048306	2	DNA/RNA Binding & Polymerase Activity
GO:0048487	2	DNA/RNA Binding & Polymerase Activity
GO:0050178	0	Redox Activity
GO:0050277	4	Kinases & Transferases
GO:0050291	4	Kinases & Transferases
GO:0050308	1	Hydrolases & Phosphatases
GO:0050321	4	Kinases & Transferases
GO:0050483	1	Hydrolases & Phosphatases
GO:0050515	4	Kinases & Transferases
GO:0050518	4	Kinases & Transferases
GO:0050567	3	RNA Processing
GO:0050577	0	Redox Activity
GO:0050660	2	DNA/RNA Binding & Polymerase Activity
GO:0050661	2	DNA/RNA Binding & Polymerase Activity
GO:0050693	2	DNA/RNA Binding & Polymerase Activity
GO:0050699	2	DNA/RNA Binding & Polymerase Activity
GO:0050833	6	Transporter & Channel Activity
GO:0050839	2	DNA/RNA Binding & Polymerase Activity
GO:0050897	2	DNA/RNA Binding & Polymerase Activity
GO:0051010	2	DNA/RNA Binding & Polymerase Activity
GO:0051015	2	DNA/RNA Binding & Polymerase Activity
GO:0051019	2	DNA/RNA Binding & Polymerase Activity
GO:0051020	2	DNA/RNA Binding & Polymerase Activity
GO:0051082	2	DNA/RNA Binding & Polymerase Activity
GO:0051087	2	DNA/RNA Binding & Polymerase Activity
GO:0051117	2	DNA/RNA Binding & Polymerase Activity
GO:0051213	0	Redox Activity
GO:0051287	2	DNA/RNA Binding & Polymerase Activity
GO:0051377	4	Kinases & Transferases
GO:0051499	1	Hydrolases & Phosphatases
GO:0051500	1	Hydrolases & Phosphatases
GO:0051536	2	DNA/RNA Binding & Polymerase Activity
GO:0051537	2	DNA/RNA Binding & Polymerase Activity
GO:0051538	2	DNA/RNA Binding & Polymerase Activity
GO:0051539	2	DNA/RNA Binding & Polymerase Activity
GO:0051721	2	DNA/RNA Binding & Polymerase Activity
GO:0051731	4	Kinases & Transferases
GO:0051745	0	Redox Activity
GO:0051751	4	Kinases & Transferases
GO:0051765	4	Kinases & Transferases
GO:0051787	2	DNA/RNA Binding & Polymerase Activity
GO:0051861	2	DNA/RNA Binding & Polymerase Activity
GO:0051864	0	Redox Activity
GO:0051879	2	DNA/RNA Binding & Polymerase Activity
GO:0051880	2	DNA/RNA Binding & Polymerase Activity
GO:0051920	0	Redox Activity
GO:0051959	2	DNA/RNA Binding & Polymerase Activity
GO:0051998	4	Kinases & Transferases
GO:0052381	3	RNA Processing
GO:0052657	4	Kinases & Transferases
GO:0052658	1	Hydrolases & Phosphatases
GO:0052659	1	Hydrolases & Phosphatases
GO:0052717	1	Hydrolases & Phosphatases
GO:0052723	4	Kinases & Transferases
GO:0052724	4	Kinases & Transferases
GO:0052739	1	Hydrolases & Phosphatases
GO:0052742	4	Kinases & Transferases
GO:0052821	1	Hydrolases & Phosphatases
GO:0052822	1	Hydrolases & Phosphatases
GO:0052832	1	Hydrolases & Phosphatases
GO:0052833	1	Hydrolases & Phosphatases
GO:0052855	5	Lyase & Synthase Enzymes
GO:0052856	0	Redox Activity
GO:0052905	3	RNA Processing
GO:0052906	3	RNA Processing
GO:0052907	3	RNA Processing
GO:0052909	3	RNA Processing
GO:0052927	3	RNA Processing
GO:0052928	3	RNA Processing
GO:0052929	3	RNA Processing
GO:0055056	6	Transporter & Channel Activity
GO:0060090	0	Redox Activity
GO:0060590	0	Redox Activity
GO:0061133	0	Redox Activity
GO:0061513	6	Transporter & Channel Activity
GO:0061575	0	Redox Activity
GO:0061578	1	Hydrolases & Phosphatases
GO:0061608	0	Redox Activity
GO:0061630	4	Kinases & Transferases
GO:0061631	4	Kinases & Transferases
GO:0061656	4	Kinases & Transferases
GO:0061665	4	Kinases & Transferases
GO:0061685	1	Hydrolases & Phosphatases
GO:0061710	4	Kinases & Transferases
GO:0061711	4	Kinases & Transferases
GO:0061712	3	RNA Processing
GO:0061863	4	Kinases & Transferases
GO:0062072	2	DNA/RNA Binding & Polymerase Activity
GO:0070006	1	Hydrolases & Phosphatases
GO:0070034	2	DNA/RNA Binding & Polymerase Activity
GO:0070037	3	RNA Processing
GO:0070042	3	RNA Processing
GO:0070063	2	DNA/RNA Binding & Polymerase Activity
GO:0070064	2	DNA/RNA Binding & Polymerase Activity
GO:0070180	2	DNA/RNA Binding & Polymerase Activity
GO:0070181	2	DNA/RNA Binding & Polymerase Activity
GO:0070182	2	DNA/RNA Binding & Polymerase Activity
GO:0070280	2	DNA/RNA Binding & Polymerase Activity
GO:0070281	2	DNA/RNA Binding & Polymerase Activity
GO:0070282	2	DNA/RNA Binding & Polymerase Activity
GO:0070290	1	Hydrolases & Phosphatases
GO:0070402	2	DNA/RNA Binding & Polymerase Activity
GO:0070403	2	DNA/RNA Binding & Polymerase Activity
GO:0070530	2	DNA/RNA Binding & Polymerase Activity
GO:0070567	4	Kinases & Transferases
GO:0070569	4	Kinases & Transferases
GO:0070577	2	DNA/RNA Binding & Polymerase Activity
GO:0070615	3	RNA Processing
GO:0070626	5	Lyase & Synthase Enzymes
GO:0070628	2	DNA/RNA Binding & Polymerase Activity
GO:0070733	4	Kinases & Transferases
GO:0070740	0	Redox Activity
GO:0070840	2	DNA/RNA Binding & Polymerase Activity
GO:0070905	2	DNA/RNA Binding & Polymerase Activity
GO:0071074	2	DNA/RNA Binding & Polymerase Activity
GO:0071164	3	RNA Processing
GO:0071207	2	DNA/RNA Binding & Polymerase Activity
GO:0071424	3	RNA Processing
GO:0071889	2	DNA/RNA Binding & Polymerase Activity
GO:0071949	2	DNA/RNA Binding & Polymerase Activity
GO:0072587	0	Redox Activity
GO:0080025	2	DNA/RNA Binding & Polymerase Activity
GO:0080084	2	DNA/RNA Binding & Polymerase Activity
GO:0090560	4	Kinases & Transferases
GO:0097023	5	Lyase & Synthase Enzymes
GO:0097027	0	Redox Activity
GO:0097157	2	DNA/RNA Binding & Polymerase Activity
GO:0097177	2	DNA/RNA Binding & Polymerase Activity
GO:0097367	2	DNA/RNA Binding & Polymerase Activity
GO:0097602	2	DNA/RNA Binding & Polymerase Activity
GO:0098505	2	DNA/RNA Binding & Polymerase Activity
GO:0098808	2	DNA/RNA Binding & Polymerase Activity
GO:0099122	2	DNA/RNA Binding & Polymerase Activity
GO:0101005	1	Hydrolases & Phosphatases
GO:0102009	1	Hydrolases & Phosphatases
GO:0102092	4	Kinases & Transferases
GO:0102158	5	Lyase & Synthase Enzymes
GO:0102265	3	RNA Processing
GO:0102389	0	Redox Activity
GO:0102391	0	Redox Activity
GO:0102521	5	Lyase & Synthase Enzymes
GO:0102522	3	RNA Processing
GO:0102545	1	Hydrolases & Phosphatases
GO:0102555	4	Kinases & Transferases
GO:0102567	1	Hydrolases & Phosphatases
GO:0102568	1	Hydrolases & Phosphatases
GO:0103026	1	Hydrolases & Phosphatases
GO:0103045	4	Kinases & Transferases
GO:0106026	1	Hydrolases & Phosphatases
GO:0106029	3	RNA Processing
GO:0106050	3	RNA Processing
GO:0106153	2	DNA/RNA Binding & Polymerase Activity
GO:0106222	2	DNA/RNA Binding & Polymerase Activity
GO:0106245	4	Kinases & Transferases
GO:0106306	1	Hydrolases & Phosphatases
GO:0106307	1	Hydrolases & Phosphatases
GO:0106310	4	Kinases & Transferases
GO:0106311	4	Kinases & Transferases
GO:0106388	3	RNA Processing
GO:0120013	6	Transporter & Channel Activity
GO:0140078	5	Lyase & Synthase Enzymes
GO:0140312	0	Redox Activity
GO:0140326	6	Transporter & Channel Activity
GO:0140345	6	Transporter & Channel Activity
GO:0140359	6	Transporter & Channel Activity
GO:0140657	0	Redox Activity
GO:0140658	3	RNA Processing
GO:0140662	0	Redox Activity
GO:0140663	0	Redox Activity
GO:0140664	3	RNA Processing
GO:1902387	2	DNA/RNA Binding & Polymerase Activity
GO:1902388	6	Transporter & Channel Activity
GO:1904047	2	DNA/RNA Binding & Polymerase Activity
GO:1905394	2	DNA/RNA Binding & Polymerase Activity
GO:1990050	6	Transporter & Channel Activity
GO:1990189	4	Kinases & Transferases
GO:1990190	4	Kinases & Transferases
GO:1990247	0	Redox Activity
GO:1990259	4	Kinases & Transferases
GO:1990275	2	DNA/RNA Binding & Polymerase Activity
GO:1990380	1	Hydrolases & Phosphatases
GO:1990381	2	DNA/RNA Binding & Polymerase Activity
GO:1990583	0	Redox Activity
GO:1990757	0	Redox Activity
GO:1990817	4	Kinases & Transferases
GO:1990825	2	DNA/RNA Binding & Polymerase Activity
GO:1990883	4	Kinases & Transferases
GO:1990939	0	Redox Activity
GO:2001070	2	DNA/RNA Binding & Polymerase Activity
GO:0000295	6	Transporter & Channel Activity
GO:0001098	2	DNA/RNA Binding & Polymerase Activity
GO:0003913	5	Lyase & Synthase Enzymes
GO:0004112	1	Hydrolases & Phosphatases
GO:0004549	1	Hydrolases & Phosphatases
GO:0004857	0	Redox Activity
GO:0005216	6	Transporter & Channel Activity
GO:0005225	6	Transporter & Channel Activity
GO:0005244	6	Transporter & Channel Activity
GO:0005254	6	Transporter & Channel Activity
GO:0005261	6	Transporter & Channel Activity
GO:0005342	6	Transporter & Channel Activity
GO:0005346	6	Transporter & Channel Activity
GO:0008169	4	Kinases & Transferases
GO:0008174	3	RNA Processing
GO:0008238	1	Hydrolases & Phosphatases
GO:0008252	1	Hydrolases & Phosphatases
GO:0008253	1	Hydrolases & Phosphatases
GO:0008375	4	Kinases & Transferases
GO:0008417	4	Kinases & Transferases
GO:0008509	6	Transporter & Channel Activity
GO:0008514	6	Transporter & Channel Activity
GO:0015075	6	Transporter & Channel Activity
GO:0015081	6	Transporter & Channel Activity
GO:0015101	6	Transporter & Channel Activity
GO:0015103	6	Transporter & Channel Activity
GO:0015108	6	Transporter & Channel Activity
GO:0015144	6	Transporter & Channel Activity
GO:0015205	6	Transporter & Channel Activity
GO:0015215	6	Transporter & Channel Activity
GO:0015216	6	Transporter & Channel Activity
GO:0015217	6	Transporter & Channel Activity
GO:0015252	6	Transporter & Channel Activity
GO:0015291	6	Transporter & Channel Activity
GO:0015399	6	Transporter & Channel Activity
GO:0015453	6	Transporter & Channel Activity
GO:0015605	6	Transporter & Channel Activity
GO:0015932	6	Transporter & Channel Activity
GO:0016278	4	Kinases & Transferases
GO:0016289	1	Hydrolases & Phosphatases
GO:0016634	0	Redox Activity
GO:0016651	0	Redox Activity
GO:0016667	0	Redox Activity
GO:0016675	0	Redox Activity
GO:0016684	0	Redox Activity
GO:0016701	0	Redox Activity
GO:0016731	0	Redox Activity
GO:0016755	4	Kinases & Transferases
GO:0016769	4	Kinases & Transferases
GO:0016778	4	Kinases & Transferases
GO:0016782	4	Kinases & Transferases
GO:0016790	1	Hydrolases & Phosphatases
GO:0016796	1	Hydrolases & Phosphatases
GO:0016832	5	Lyase & Synthase Enzymes
GO:0016835	5	Lyase & Synthase Enzymes
GO:0016840	5	Lyase & Synthase Enzymes
GO:0016849	5	Lyase & Synthase Enzymes
GO:0016854	0	Redox Activity
GO:0016859	0	Redox Activity
GO:0016860	0	Redox Activity
GO:0016862	0	Redox Activity
GO:0016864	0	Redox Activity
GO:0016875	0	Redox Activity
GO:0016877	0	Redox Activity
GO:0016878	0	Redox Activity
